,label_file,bit8_folder,bit8_path,mask_folder,mask_path,img_path,img_folder,img_subfolder,img_file,mask_max
10,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1527.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1527.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1527.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1527.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1527.tif,150
11,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1583.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1583.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1583.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1583.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1583.tif,150
12,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img601.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img601.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img601.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img601.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img601.tif,150
13,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img830.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img830.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img830.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img830.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img830.tif,150
14,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img487.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img487.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img487.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img487.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img487.tif,150
15,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img408.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img408.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img408.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img408.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img408.tif,150
16,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1197.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1197.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1197.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1197.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1197.tif,150
17,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1413.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1413.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1413.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1413.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1413.tif,150
18,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1512.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1512.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1512.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1512.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1512.tif,150
19,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1587.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1587.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1587.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1587.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1587.tif,150
20,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img148.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img148.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img148.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img148.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img148.tif,150
21,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1051.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1051.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1051.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1051.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1051.tif,150
22,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img368.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img368.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img368.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img368.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img368.tif,150
23,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1222.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1222.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1222.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1222.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1222.tif,150
24,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img333.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img333.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img333.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img333.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img333.tif,150
25,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img540.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img540.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img540.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img540.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img540.tif,150
26,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img986.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img986.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img986.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img986.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img986.tif,150
27,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img515.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img515.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img515.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img515.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img515.tif,150
28,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img206.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img206.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img206.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img206.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img206.tif,150
29,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img105.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img105.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img105.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img105.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img105.tif,150
30,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img75.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img75.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img75.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img75.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img75.tif,150
31,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1497.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1497.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1497.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1497.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1497.tif,150
32,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img776.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img776.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img776.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img776.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img776.tif,150
33,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img93.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img93.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img93.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img93.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img93.tif,150
34,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img297.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img297.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img297.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img297.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img297.tif,150
35,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img670.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img670.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img670.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img670.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img670.tif,150
36,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img907.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img907.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img907.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img907.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img907.tif,150
37,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img106.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img106.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img106.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img106.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img106.tif,150
38,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img707.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img707.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img707.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img707.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img707.tif,150
39,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img984.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img984.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img984.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img984.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img984.tif,150
40,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img256.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img256.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img256.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img256.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img256.tif,150
41,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img234.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img234.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img234.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img234.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img234.tif,-1
42,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1427.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img1427.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img1427.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img1427.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img1427.tif,150
43,wdata/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img480.geojson,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit,wdata/AOI_2_Vegas_Roads_Train/PAN_8bit/PAN_AOI_2_Vegas_img480.tif,wdata/AOI_2_Vegas_Roads_Train/PAN_mask,wdata/AOI_2_Vegas_Roads_Train/PAN_mask/PAN_AOI_2_Vegas_img480.jpg,wdata/AOI_2_Vegas_Roads_Train/PAN/PAN_AOI_2_Vegas_img480.tif,AOI_2_Vegas_Roads_Train,PAN,PAN_AOI_2_Vegas_img480.tif,150
