,width,height,channels,im_size,ctime,mtime,img_files,img_folders,img_subfolders
40,1300,1300,3,10150778,1518185603.64923,1515304810.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img179.tif
41,1300,1300,3,10150778,1518185603.6572301,1515304776.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1441.tif
42,1300,1300,3,10150778,1518185603.66523,1515304775.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img751.tif
43,1300,1300,3,10150778,1518185603.66923,1515304782.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1387.tif
44,1300,1300,3,10150778,1518185603.6772301,1515304782.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1537.tif
45,1300,1300,3,10150778,1518185603.68523,1515304761.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1010.tif
46,1300,1300,3,10150778,1518185603.6932302,1515304768.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img932.tif
47,1300,1300,3,10150778,1518185603.70123,1515304784.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img569.tif
48,1300,1300,3,10150778,1518185603.7092302,1515304821.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1451.tif
49,1300,1300,3,10150778,1518185603.71723,1515304810.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img914.tif
50,1300,1300,3,10150778,1518185603.7252302,1515304803.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img336.tif
51,1300,1300,3,10150778,1518185603.73323,1515304797.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img18.tif
52,1300,1300,3,10150778,1518185603.7412302,1515304763.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img329.tif
53,1300,1300,3,10150778,1518185603.7492301,1515304807.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img84.tif
54,1300,1300,3,10150778,1518185603.7572303,1515304816.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1611.tif
55,1300,1300,3,10150778,1518185603.7652302,1515304766.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1547.tif
56,1300,1300,3,10150778,1518185603.7732303,1515304764.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img562.tif
57,1300,1300,3,10150778,1518185603.7772303,1515304789.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img54.tif
58,1300,1300,3,10150778,1518185603.7852304,1515304820.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1625.tif
59,1300,1300,3,10150778,1518185603.7932303,1515304761.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img554.tif
60,1300,1300,3,10150778,1518185603.8012302,1515304801.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img526.tif
61,1300,1300,3,10150778,1518185603.8092303,1515304784.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img672.tif
62,1300,1300,3,10150778,1518185603.8172302,1515304778.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img62.tif
63,1300,1300,3,10150778,1518185603.8252304,1515304776.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1157.tif
64,1300,1300,3,10150778,1518185603.8332303,1515304772.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1233.tif
65,1300,1300,3,10150778,1518185603.8412304,1515304800.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img634.tif
66,1300,1300,3,10150778,1518185603.8492303,1515304792.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1134.tif
67,1300,1300,3,10150778,1518185603.8572304,1515304822.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img605.tif
68,1300,1300,3,10150778,1518185603.8652303,1515304788.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1440.tif
69,1300,1300,3,10150778,1518185603.8692305,1515304819.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img152.tif
70,1300,1300,3,10150778,1518185603.8772304,1515304768.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img500.tif
71,1300,1300,3,10150778,1518185604.285231,1515304804.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1087.tif
72,1300,1300,3,10150778,1518185604.3012311,1515304817.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1278.tif
73,1300,1300,3,10150778,1518185604.3172312,1515304816.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img821.tif
74,1300,1300,3,10150778,1518185604.3332312,1515304800.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img814.tif
75,1300,1300,3,10150778,1518185604.345231,1515304765.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img14.tif
76,1300,1300,3,10150778,1518185604.3572311,1515304778.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img70.tif
77,1300,1300,3,10150778,1518185604.3692312,1515304779.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img893.tif
78,1300,1300,3,10150778,1518185604.3812313,1515304787.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1566.tif
79,1300,1300,3,10150778,1518185604.3932312,1515304767.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1086.tif
80,1300,1300,3,10150778,1518185604.4012313,1515304774.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img140.tif
81,1300,1300,3,10150778,1518185604.4132314,1515304768.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img987.tif
82,1300,1300,3,10150778,1518185604.4212313,1515304771.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1610.tif
83,1300,1300,3,10150778,1518185604.4332314,1515304820.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img819.tif
84,1300,1300,3,10150778,1518185604.4412313,1515304791.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1151.tif
85,1300,1300,3,10150778,1518185604.4532313,1515304792.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img872.tif
86,1300,1300,3,10150778,1518185604.4612312,1515304821.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1102.tif
87,1300,1300,3,10150778,1518185604.4692314,1515304781.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1245.tif
88,1300,1300,3,10150778,1518185604.4772313,1515304793.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img522.tif
89,1300,1300,3,10150778,1518185604.4892313,1515304805.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1045.tif
90,1300,1300,3,10150778,1518185604.4972315,1515304787.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img624.tif
91,1300,1300,3,10150778,1518185604.5052314,1515304796.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1280.tif
92,1300,1300,3,10150778,1518185604.5132315,1515304801.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1057.tif
93,1300,1300,3,10150778,1518185604.5212314,1515304772.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1204.tif
94,1300,1300,3,10150778,1518185604.5292315,1515304806.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1216.tif
95,1300,1300,3,10150778,1518185604.5372314,1515304804.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1011.tif
96,1300,1300,3,10150778,1518185604.5452316,1515304763.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img304.tif
97,1300,1300,3,10150778,1518185604.5532315,1515304807.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img996.tif
98,1300,1300,3,10150778,1518185604.5612314,1515304792.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img854.tif
99,1300,1300,3,10150778,1518185604.5692315,1515304799.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img930.tif
100,1300,1300,3,10150778,1518185604.5772314,1515304819.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1176.tif
101,1300,1300,3,10150778,1518185604.5852315,1515304779.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1437.tif
102,1300,1300,3,10150778,1518185604.5892315,1515304787.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img741.tif
103,1300,1300,3,10150778,1518185604.5972316,1515304788.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img822.tif
104,1300,1300,3,10150778,1518185604.6092315,1515304801.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img826.tif
105,1300,1300,3,10150778,1518185604.6132317,1515304808.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1429.tif
106,1300,1300,3,10150778,1518185604.6212316,1515304779.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img21.tif
107,1300,1300,3,10150778,1518185604.6292317,1515304795.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1468.tif
108,1300,1300,3,10150778,1518185605.8252335,1515304813.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1193.tif
109,1300,1300,3,10150778,1518185606.3292344,1515304812.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1632.tif
110,1300,1300,3,10150778,1518185606.809235,1515304786.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img668.tif
111,1300,1300,3,10150778,1518185607.3012357,1515304774.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1416.tif
112,1300,1300,3,10150778,1518185607.8012366,1515304763.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1067.tif
113,1300,1300,3,10150778,1518185607.9932368,1515304806.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1021.tif
114,1300,1300,3,10150778,1518185608.0092368,1515304773.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img469.tif
115,1300,1300,3,10150778,1518185608.0252368,1515304780.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img468.tif
116,1300,1300,3,10150778,1518185608.0412369,1515304764.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1060.tif
117,1300,1300,3,10150778,1518185608.053237,1515304770.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img348.tif
118,1300,1300,3,10150778,1518185608.069237,1515304820.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img691.tif
119,1300,1300,3,10150778,1518185608.081237,1515304779.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1019.tif
120,1300,1300,3,10150778,1518185608.093237,1515304769.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1143.tif
121,1300,1300,3,10150778,1518185608.105237,1515304766.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img951.tif
122,1300,1300,3,10150778,1518185608.117237,1515304786.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1110.tif
123,1300,1300,3,10150778,1518185608.1292372,1515304765.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img135.tif
124,1300,1300,3,10150778,1518185608.141237,1515304805.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img388.tif
125,1300,1300,3,10150778,1518185608.1492372,1515304798.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img887.tif
126,1300,1300,3,10150778,1518185608.161237,1515304809.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1210.tif
127,1300,1300,3,10150778,1518185608.1692371,1515304805.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img181.tif
128,1300,1300,3,10150778,1518185608.1812372,1515304771.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img354.tif
129,1300,1300,3,10150778,1518185608.189237,1515304790.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1189.tif
130,1300,1300,3,10150778,1518185608.2012372,1515304782.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img729.tif
131,1300,1300,3,10150778,1518185608.209237,1515304818.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img180.tif
132,1300,1300,3,10150778,1518185608.2172372,1515304793.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img856.tif
133,1300,1300,3,10150778,1518185608.2252371,1515304781.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img23.tif
134,1300,1300,3,10150778,1518185608.2372372,1515304769.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img906.tif
135,1300,1300,3,10150778,1518185608.2452374,1515304769.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1531.tif
136,1300,1300,3,10150778,1518185608.2532372,1515304780.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1188.tif
137,1300,1300,3,10150778,1518185608.2612374,1515304766.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img857.tif
138,1300,1300,3,10150778,1518185608.2692373,1515304795.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1246.tif
139,1300,1300,3,10150778,1518185608.2772372,1515304810.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img773.tif
140,1300,1300,3,10150778,1518185608.2892373,1515304780.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1016.tif
141,1300,1300,3,10150778,1518185608.2972374,1515304790.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1264.tif
142,1300,1300,3,10150778,1518185608.3052373,1515304782.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1364.tif
143,1300,1300,3,10150778,1518185608.3132374,1515304791.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1532.tif
144,1300,1300,3,10150778,1518185608.3212373,1515304785.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1218.tif
145,1300,1300,3,10150778,1518185608.3292375,1515304813.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1127.tif
146,1300,1300,3,10150778,1518185608.3412373,1515304774.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img675.tif
147,1300,1300,3,10150778,1518185608.3492374,1515304782.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1247.tif
148,1300,1300,3,10150778,1518185608.3572373,1515304764.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img778.tif
149,1300,1300,3,10150778,1518185608.3652375,1515304785.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img827.tif
150,1300,1300,3,10150778,1518185608.3732374,1515304791.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1198.tif
151,1300,1300,3,10150778,1518185608.3812375,1515304766.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img666.tif
152,1300,1300,3,10150778,1518185608.3892374,1515304791.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img1436.tif
153,1300,1300,3,10150778,1518185608.3972375,1515304815.0,AOI_2_Vegas_Roads_Test_Public,RGB-PanSharpen,RGB-PanSharpen_AOI_2_Vegas_img754.tif
